,tweet type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_date,A_text,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_date,B_text,B_network_feature_1,B_network_feature_2,B_network_feature_3,A-B_network_feature_3,A-B_listed_count,A-B_follower_count,cleaned_A_text,A_sentiment_score,A_sentiment,cleaned_B_text,B_sentiment_score,B_sentiment
1586,RT,floyd_alan,61,143,1,11689,Tue Feb 05 20:08:20 +0000 2013,RT @FoxNews: PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,210,531337.517,0.13,-0.02500000000000001,-70372,-20655123,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'side', 'pick']",0.0,Neutral
1587,RT,LeoWang94193614,22,109,0,291,Wed Dec 30 13:58:35 +0000 2020,RT @Olympics: Which Ailing (Eileen) Gu are you today? 😁 https://t.co/uQSc9BDBLC,1,0.0,0.125,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Which Ailing (Eileen) Gu are you today? 😁 https://t.co/uQSc9BDBLC,394,1137546.13,0.162,-0.037000000000000005,-13147,-6564057,"['httpstcouqsc9bdblc', '😁', 'today', 'olympics', 'ailing', 'rt', 'gu', 'eileen']",0.0,Neutral,"['httpstcouqsc9bdblc', '😁', 'today', 'ailing', 'gu', 'eileen']",0.0,Neutral
1588,RT,mg1775,426,1004,4,10561,Tue May 19 23:45:53 +0000 2009,RT @FoxNews: PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,210,531337.517,0.13,-0.02500000000000001,-70369,-20654758,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'side', 'pick']",0.0,Neutral
1589,RT,syncopatata,147,370,0,9091,Sat Jan 09 06:14:33 +0000 2016,RT @FoxNews: PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,210,531337.517,0.13,-0.02500000000000001,-70373,-20655037,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'side', 'pick']",0.0,Neutral
1590,RT,OldSalz,7162,7338,106,791969,Mon Feb 11 16:55:25 +0000 2013,RT @FoxNews: PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,210,531337.517,0.13,-0.02500000000000001,-70267,-20648022,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'side', 'pick']",0.0,Neutral
1591,RT,Michell04108560,0,29,0,10,Tue Feb 15 15:25:48 +0000 2022,RT @FoxNews: PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,210,531337.517,0.13,-0.02500000000000001,-70373,-20655184,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'side', 'pick']",0.0,Neutral
1592,RT,gupdiver,2004,2907,65,358619,Thu Aug 22 16:37:57 +0000 2013,RT @FoxNews: PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,210,531337.517,0.13,-0.02500000000000001,-70308,-20653180,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'side', 'pick']",0.0,Neutral
1593,Tweet,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,210,531337.517,0.13,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,PICK A SIDE: Nikki Haley rips into American-born skier competing for China https://t.co/0moiE0wDDj,210,531337.517,0.13,0.0,0,0,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'side', 'pick']",0.0,Neutral,"['rips', 'americanborn', 'haley', 'competing', 'china', 'skier', 'nikki', 'httpstco0moie0wddj', 'side', 'pick']",0.0,Neutral
1594,RT,Blackhawks21,103,308,8,9557,Mon Jun 22 15:29:03 +0000 2009,RT @FoxNews: 'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics. https://t.co/NnB72COXek…,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,210,531337.517,0.13,-0.02500000000000001,-70365,-20655081,"['nikkihaley', 'rips', 'americanborn', 'httpstconnb72coxek…', 'competing', 'beijing', 'china', 'skier', 'olympics', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
1595,Tweet,InsiderNews,25103,237,298,24600,Mon Aug 20 16:55:09 +0000 2018,Former Gov. Nikki Haley says Olympic skier Eileen Gu can't be both American and Chinese https://t.co/AhhHkFQQEW,3,0.0,0.0,InsiderNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,3,0.0,0.0,0.0,-70075,-20630081,"['gov', 'former', 'haley', 'olympic', 'cant', 'skier', 'nikki', 'american', 'chinese', 'httpstcoahhhkfqqew', 'says', 'gu', 'eileen']",0.0,Neutral,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
1596,RT,KiritoKung,309,2244,15,678,Sat Jan 21 10:25:53 +0000 2012,"RT @JesuInToast: Tldr: Eileen Gu's not that great and if she is, it's only thanks to her Americanness, liberating all the forlorn women of…",1,0.0,0.088,JesuInToast,2042,523,19,593,Tue Aug 22 05:43:48 +0000 2017,"Tldr: Eileen Gu's not that great and if she is, it's only thanks to her Americanness, liberating all the forlorn wo… https://t.co/bjV3cuIGCF",15,21767.102,0.105,-0.017,-4,-1733,"['rt', 'forlorn', 'liberating', 'thanks', 'great', 'women', 'americanness', 'tldr', 'of…', 'jesuintoast', 'gus', 'eileen']",-0.1012,Negative,"['forlorn', 'liberating', 'thanks', 'great', 'httpstcobjv3cuigcf', 'americanness', 'wo…', 'tldr', 'gus', 'eileen']",-0.1012,Negative
1597,RT,thesdony,215,178,10,32981,Thu Jun 11 01:48:30 +0000 2009,RT @FoxNews: 'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics. https://t.co/NnB72COXek…,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,210,531337.517,0.13,-0.02500000000000001,-70363,-20654969,"['nikkihaley', 'rips', 'americanborn', 'httpstconnb72coxek…', 'competing', 'beijing', 'china', 'skier', 'olympics', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
1598,RT,PoliticalK11,117,173,2,15969,Thu Jan 07 15:51:16 +0000 2021,RT @FoxNews: 'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics. https://t.co/NnB72COXek…,2,14784.0,0.106,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,210,531337.517,0.13,-0.024000000000000007,-70371,-20655067,"['nikkihaley', 'rips', 'americanborn', 'httpstconnb72coxek…', 'competing', 'beijing', 'china', 'skier', 'olympics', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
1599,Tweet,MaryKayUltra,1721,1628,8,5645,Tue Jul 27 05:42:12 +0000 2021,@houellebecq_2 @EvanPlatinum why does he cite an article defending Eileen Gu as an example of Asian-woman-on-Asian-… https://t.co/nAl0Muue3j,2,0.0,0.0,MaryKayUltra,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,2,0.0,0.0,0.0,-70365,-20653463,"['houellebecq2', 'evanplatinum', 'example', 'httpstconal0muue3j', 'cite', 'asianwomanonasian…', 'eileen', 'gu', 'article', 'defending']",0.0,Neutral,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
1600,Tweet,rawkitbawl,383,383,9,6613,Sat Jan 02 02:39:16 +0000 2016,"Holy shit, no one should ask 18 year olds any questions because their answers are going to make you nauseous.

https://t.co/SXjUWpken3",2,0.0,0.0,rawkitbawl,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,2,0.0,0.0,0.0,-70364,-20654801,"['holy', 'year', 'nauseous', 'going', 'questions', 'answers', 'shit', 'make', 'ask', 'olds', 'httpstcosxjuwpken3', 'one', '18']",-0.7003,Negative,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
1601,RT,Magnus_Fiskesjo,3131,1232,54,22522,Fri Feb 16 04:57:36 +0000 2018,"RT @melissakchan: Chinese Olympian Eileen Gu says she's happy Peng Shuai is ""out there doing her thing again."" Except Peng literally announ…",1,0.0,0.0,melissakchan,86830,2604,1990,42174,Sun Sep 14 22:25:38 +0000 2008,"Chinese Olympian Eileen Gu says she's happy Peng Shuai is ""out there doing her thing again."" Except Peng literally… https://t.co/13GU95lB1H",1,0.0,0.0,0.0,-1936,-83699,"['thing', 'peng', 'chinese', 'says', 'rt', 'shes', 'except', 'olympian', 'literally', 'announ…', 'shuai', 'gu', 'happy', 'melissakchan', 'eileen']",0.5719,Positive,"['thing', 'peng', 'chinese', 'says', 'shes', 'except', 'olympian', 'shuai', 'httpstco13gu95lb1h', 'literally…', 'gu', 'happy', 'eileen']",0.5719,Positive
1602,RT,woahtkeitEZman,28,120,1,1789,Thu Oct 07 23:16:43 +0000 2021,RT @FoxNews: 'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics. https://t.co/NnB72COXek…,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,210,531337.517,0.13,-0.02500000000000001,-70372,-20655156,"['nikkihaley', 'rips', 'americanborn', 'httpstconnb72coxek…', 'competing', 'beijing', 'china', 'skier', 'olympics', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
1603,Tweet,bsubram,572,248,53,9091,Thu Jul 15 17:24:16 +0000 2010,"青蛙公主 (nickname for Eileen Gu) refers to a green helmet she wore to a competition
https://t.co/FnO2lEBFVn… https://t.co/PMGUhxWLrb",2,0.0,0.0,bsubram,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,2,0.0,0.0,0.0,-70320,-20654612,"['helmet', 'green', '青蛙公主', 'httpstcopmguhxwlrb', 'wore', 'nickname', 'refers', 'gu', 'httpstcofno2lebfvn…', 'eileen', 'competition']",0.0,Neutral,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
1604,RT,YiSiping,3057,3697,25,66397,Mon Jul 06 18:12:18 +0000 2009,RT @SpiritofHo: Eileen Gu reps her set. American exceptionalists are SEETHING. https://t.co/jDaDeQRCqr,2,3160.037,0.107,SpiritofHo,33726,1056,236,8450,Mon Jan 20 03:44:59 +0000 2014,Eileen Gu reps her set. American exceptionalists are SEETHING. https://t.co/jDaDeQRCqr,42,72438.756,0.113,-0.006000000000000005,-211,-30669,"['american', 'httpstcojdadeqrcqr', 'seething', 'set', 'rt', 'exceptionalists', 'gu', 'reps', 'spiritofho', 'eileen']",0.0,Neutral,"['american', 'httpstcojdadeqrcqr', 'seething', 'set', 'exceptionalists', 'gu', 'reps', 'eileen']",0.0,Neutral
1605,RT,Elizabe86170937,194,64,0,94470,Sun Dec 16 09:53:35 +0000 2018,RT @FoxNews: Nikki Haley slams Eileen Gu: Olympic athletes must choose to represent 'freedom' or 'human rights abuses' https://t.co/0moiE0w…,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,Nikki Haley slams Eileen Gu: Olympic athletes must choose to represent 'freedom' or 'human rights abuses' https://t.co/0moiE0wDDj,210,531337.517,0.13,-0.02500000000000001,-70373,-20654990,"['slams', 'haley', 'olympic', 'rt', 'httpstco0moie0w…', 'human', 'abuses', 'choose', 'represent', 'foxnews', 'nikki', 'must', 'gu', 'freedom', 'rights', 'eileen', 'athletes']",-0.5574,Negative,"['slams', 'haley', 'human', 'abuses', 'olympic', 'nikki', 'must', 'choose', 'represent', 'httpstco0moie0wddj', 'rights', 'gu', 'freedom', 'eileen', 'athletes']",-0.5574,Negative
1606,RT,Greymarch,264,178,43,29055,Mon Jan 12 17:24:02 +0000 2009,RT @FoxNews: 'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics. https://t.co/NnB72COXek…,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,210,531337.517,0.13,-0.02500000000000001,-70330,-20654920,"['nikkihaley', 'rips', 'americanborn', 'httpstconnb72coxek…', 'competing', 'beijing', 'china', 'skier', 'olympics', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
1607,RT,mel_juno,1201,1337,2,438,Thu Aug 20 08:15:10 +0000 2020,"RT @swiftlaw1: A #UAValentine show was put on Feb14 in @Guangzhou_City, showing the city's love for @Beijing2022 athletes including #高亭宇 #苏…",1,0.0,0.087,swiftlaw1,487,585,1,460,Wed Nov 18 09:31:23 +0000 2020,"A #UAValentine show was put on Feb14 in @Guangzhou_City, showing the city's love for @Beijing2022 athletes includin… https://t.co/aFYj04sqio",23,44565.533,0.103,-0.016,1,714,"['love', 'rt', 'beijing2022', 'feb14', 'guangzhoucity', 'uavalentine', 'swiftlaw1', 'including', '高亭宇', 'put', 'showing', 'citys', '苏…', 'show', 'athletes']",0.6369,Positive,"['love', 'uavalentine', 'guangzhoucity', 'put', 'feb14', 'showing', 'citys', 'includin…', 'beijing2022', 'httpstcoafyj04sqio', 'show', 'athletes']",0.6369,Positive
1608,RT,ouibema,222,818,4,7696,Sat Nov 03 02:52:54 +0000 2012,RT @FoxNews: 'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics. https://t.co/NnB72COXek…,1,0.0,0.105,FoxNews,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,210,531337.517,0.13,-0.02500000000000001,-70369,-20654962,"['nikkihaley', 'rips', 'americanborn', 'httpstconnb72coxek…', 'competing', 'beijing', 'china', 'skier', 'olympics', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
1609,Tweet,DAYUNITEDSTATES,4291,4935,4,66226,Mon Feb 03 21:01:10 +0000 2014,"Nikki Haley slams Eileen Gu: Olympic athletes must choose to represent 'freedom' or 'human rights abuses'

https://t.co/MKQ7z3BwfJ",2,0.0,0.0,DAYUNITEDSTATES,20655184,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,2,0.0,0.0,0.0,-70369,-20650893,"['slams', 'haley', 'human', 'abuses', 'olympic', 'httpstcomkq7z3bwfj', 'nikki', 'must', 'choose', 'represent', 'rights', 'gu', 'freedom', 'eileen', 'athletes']",-0.5574,Negative,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
1610,RT,zhizibai2,1,34,0,21,Wed Jul 15 10:45:19 +0000 2020,RT @Olympics: Which Ailing (Eileen) Gu are you today? 😁 https://t.co/uQSc9BDBLC,1,0.0,0.125,Olympics,6564078,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Which Ailing (Eileen) Gu are you today? 😁 https://t.co/uQSc9BDBLC,394,1137546.13,0.162,-0.037000000000000005,-13147,-6564077,"['httpstcouqsc9bdblc', '😁', 'today', 'olympics', 'ailing', 'rt', 'gu', 'eileen']",0.0,Neutral,"['httpstcouqsc9bdblc', '😁', 'today', 'ailing', 'gu', 'eileen']",0.0,Neutral
1611,Tweet,HMCDOC7,2278,4996,6,362,Sun Sep 05 15:39:04 +0000 2021,Nikki Haley slams Eileen Gu: Olympic athletes must choose to represent 'freedom' or 'human rights abuses'… https://t.co/4HBwG4JR3C,2,0.0,0.0,HMCDOC7,6564078,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Which Ailing (Eileen) Gu are you today? 😁 https://t.co/uQSc9BDBLC,2,0.0,0.0,0.0,-13141,-6561800,"['slams', 'abuses…', 'haley', 'human', 'httpstco4hbwg4jr3c', 'olympic', 'nikki', 'must', 'choose', 'represent', 'rights', 'gu', 'freedom', 'eileen', 'athletes']",0.0,Neutral,"['httpstcouqsc9bdblc', '😁', 'today', 'ailing', 'gu', 'eileen']",0.0,Neutral
1612,RT,Bamfalu,177,145,1,90555,Tue Apr 17 14:42:32 +0000 2018,"RT @JeniverseAbr: I love an American sweep, but I also wouldn't mind Birk getting a set of medals for all his events (esp since there's les…",1,0.0,0.0,JeniverseAbr,280,322,18,10163,Sun Nov 20 19:35:23 +0000 2011,"I love an American sweep, but I also wouldn't mind Birk getting a set of medals for all his events (esp since there… https://t.co/Cojj3UtBs6",3,0.0,0.0,0.0,-17,-103,"['love', 'birk', 'set', 'rt', 'sweep', 'also', 'getting', 'medals', 'wouldnt', 'esp', 'theres', 'jeniverseabr', 'les…', 'since', 'american', 'mind', 'events']",0.3818,Positive,"['love', 'birk', 'set', 'sweep', 'also', 'getting', 'medals', 'wouldnt', 'httpstcocojj3utbs6', 'esp', 'there…', 'since', 'american', 'mind', 'events']",0.3818,Positive
